id,title,content,url,published_date,scrapped_date,domain
0,জেনেটিক রিস্ক অ্যাসেসমেন্ট টেস্ট কি? কেন করবেন? কোথায় করবেন?,"রোগ কখনও বলে কয়ে আসে না- এই কথাটা যে আসলে ঠিক নয়, তাই প্রমান করেছেন বর্তমান সময়ের জেনেটিক বিজ্ঞানীরা। বিভিন্ন গবেষণায় দেখা গেছে যে মানবদেহে যেকোনো জটিল ধরণের রোগ হওয়ার অনেক আগে থেকেই জিনগত মিউটেশন দেখা যায়। এই ক্ষেত্রে যথাযথ ব্যবস্থা গ্রহণের মাধ্যমে সম্ভাব্য রোগ এড়ানো সম্ভব হয়! সমস্ত বিশ্বব্যাপী এখন তাই জেনেটিক রিস্ক অ্যাসেসমেন্ট টেস্ট এর গুরুত্ব বাড়ছে। এই জেনেরিক রিস্ক অ্যাসেসমেন্ট টেস্টের মাধ্যমে যে কাউকে তার স্বাস্থ্যের বিভিন্ন অবস্থা, জিনগত প্রি-ডিসপোজিশন, কেমিক্যালের প্রতি স্বাস্থ্যের প্রতিক্রিয়া ইত্যাদি সম্পর্কে অবগত করা যায়।",http://www.neurogenbd.com/2018/02/26/genetic-risk-assessment-test/,"['February 26, 2018']",2020-09-21,www.neurogenbd.com
1,জেনেটিক রিস্ক অ্যাসেসমেন্ট টেস্ট কি? কেন করবেন? কোথায় করবেন?,"উন্নত বিশ্বের দেশগুলোতে ইতিমধ্যে জেনেটিক রিস্ক অ্যাসেসমেন্ট টেস্ট নিয়ে সচেতনতা বৃদ্ধি পাচ্ছে। এখন মানুষ আগের থেকে অনেক বেশী স্বাস্থ্যসচেতন, তাই আগের থেকে “জেনেটিক রিস্ক অ্যাসেসমেন্ট” জনপ্রিয়তাও বেড়েছে অনেক বেশী। এই টেস্টের দ্বারা যেকোনো রোগ হওয়ার পূর্বেই জেনেটিক রিস্ক ফ্যাক্টর সনাক্ত করে রোগ এড়ানো সম্ভব হচ্ছে। ফলে সেসব দেশে বিভিন্ন প্রাণঘাতী রোগে আক্রান্ত হওয়ার হার ধীরে ধীরে কমে আসছে। কিন্তু আমাদের দেশ এদিক দিয়ে অনেকখানি পিছিয়ে আছে। তবে আশার কথা হচ্ছে- বাংলাদেশে প্রথমবারের মত নিউরোজেন এই টেস্ট নিয়ে এসেছে। একটিমাত্র এই টেস্ট করলেই আপনি জানতে পারছেন আপনার ভবিষ্যতে কার্ডিয়াক অ্যারেস্ট, হৃদরোগ, ক্যান্সার, অটিজম, নিউরোসংক্রান্ত রোগব্যাধিসহ প্রায় ২৪,০০০ রোগের একটিও হবার সম্ভাবনা কতটুকু।",http://www.neurogenbd.com/2018/02/26/genetic-risk-assessment-test/,"['February 26, 2018']",2020-09-21,www.neurogenbd.com
2,জেনেটিক রিস্ক অ্যাসেসমেন্ট টেস্ট কি? কেন করবেন? কোথায় করবেন?,চলুন বিস্তারিত জেনে নেই জেনেটিক রিস্ক অ্যাসেসমেন্ট টেস্ট সম্পর্কে-,http://www.neurogenbd.com/2018/02/26/genetic-risk-assessment-test/,"['February 26, 2018']",2020-09-21,www.neurogenbd.com
3,জেনেটিক রিস্ক অ্যাসেসমেন্ট টেস্ট কি? কেন করবেন? কোথায় করবেন?,"জেনেটিক রিস্ক অ্যাসেসমেন্ট টেস্ট হচ্ছে এমন একটি টেস্ট, যার সাহায্যে অতি সহজেই জিনগত মিউটেশন সনাক্ত করনের মাধ্যমে বিভিন্ন জটিল ধরণের অসুখ হওয়ার সম্ভাবনা নিরুপন করা যায়। সাম্প্রতিক এক গবেষণায় দেখা গেছে যে, এই টেস্টের সাহায্যে জিনোম এর প্রায় ৬ লক্ষ পয়েন্টে চেক করা হয়, যার ফলে জিনের প্রায় ২৪,০০০ ধরণের ব্যাড মিউটেশন সনাক্ত করা সম্ভব। অর্থাৎ, এই টেস্টের দ্বারা প্রায় ২৪ হাজার রোগের সম্ভাবনা নির্ণয় করা যায়। এর মধ্যে বিভিন্ন ধরণের ক্যান্সার, হৃদরোগ থেকে শুরু করে নিউরো-ডিজেনারাটিভ ডিজিসসহ আরও ভয়ংকর সব প্রাণঘাতী অসুখ রয়েছে।",http://www.neurogenbd.com/2018/02/26/genetic-risk-assessment-test/,"['February 26, 2018']",2020-09-21,www.neurogenbd.com
4,জেনেটিক রিস্ক অ্যাসেসমেন্ট টেস্ট কি? কেন করবেন? কোথায় করবেন?,"সাধারণত থুতু থেকে প্রাপ্ত ডিএনএ থেকে জেনেটিক রিস্ক অ্যাসেসমেন্ট টেস্ট এর মাধ্যমে হাজারো ভিন্ন ভিন্ন জিন সম্বন্ধে জানা যায় যা বিভিন্ন ক্যান্সারসহ বিভিন্ন রোগের লক্ষণ সম্পর্কে উক্ত টেস্টকারীকে জানাতে সাহায্য করে। সাম্প্রতিক এক গবেষণায় দেখা গেছে যে, এই টেস্টের সাহায্যে জিনোম এর প্রায় ৬ লক্ষ পয়েন্টে চেক করা হয়, যার ফলে জিনের প্রায় ২৪,০০০ ধরণের ব্যাড মিউটেশন সনাক্ত করা সম্ভব। অর্থাৎ, এই টেস্টের দ্বারা প্রায় ২৪ হাজার রোগের সম্ভাবনা নির্ণয় করা যায়। এসব টেস্টের মাধ্যমে টেস্টকারীর হরমোনগত, জিনগত বা বংশগত কোন রোগ হবার সম্ভাবনা আদৌ আছে কি না (যেমন হেরেডিটারি হেমোক্রোমাটোসিস বা হেরেডিটারি থ্রম্বোফিলিয়া) সেটা সম্বন্ধেও জানা যায়। এসব টেস্ট থেকে প্রাপ্ত ফলাফল নিয়ে পরবর্তীতে উক্ত টেস্টকারী নিজের জীবনের রুটিন বা অভ্যাসগুলোকে প্রয়োজনমত বদলাতে পারেন।",http://www.neurogenbd.com/2018/02/26/genetic-risk-assessment-test/,"['February 26, 2018']",2020-09-21,www.neurogenbd.com
5,জেনেটিক রিস্ক অ্যাসেসমেন্ট টেস্ট কি? কেন করবেন? কোথায় করবেন?,"পুর্বেই বলেছি, জেনেটিক রিস্ক অ্যাসেসমেন্ট টেস্টের সাহায্যে যেকোনো ব্যাক্তির শরীরের জেনেটিক রিস্ক ফ্যাক্টরগুলো সনাক্ত করা সম্ভব। এই একটা টেস্ট করালে আপনি অনেক আগে থেকেই জানতে পারছেন আপনার প্রায় ২৪,০০০ রোগের মধ্যে একটিও হবার সম্ভাবনা আছে কি না। আগে থেকেই তখন আপনি আপনার ডাক্তারের সহযোগিতায় প্রয়োজনীয় ব্যবস্থা গ্রহণ করে বাকীজীবন কাটাতে পারছেন কোন চিন্তা ছাড়াই। তাই এই টেস্ট করাতে ভয়ের কিছু নেই, বরং এই টেস্টের মাধ্যমেই আপনি আপনার পরবর্তী জীবনে কিভাবে মারাত্মক সব প্রাণঘাতী রোগমুক্ত হয়ে থাকতে পারবেন সেটা বুঝতে পারবেন। আশা করা যাচ্ছে, বাংলাদেশে রিস্ক অ্যাসেসমেন্ট জেনেটিক টেস্ট প্রবর্তনের জন্য নিউরোজেনের এই যুগান্তকারী পদক্ষেপ এই ক্ষেত্রে ভালো ভূমিকা রাখতে সক্ষম হবে।",http://www.neurogenbd.com/2018/02/26/genetic-risk-assessment-test/,"['February 26, 2018']",2020-09-21,www.neurogenbd.com
6,জেনেটিক রিস্ক অ্যাসেসমেন্ট টেস্ট কি? কেন করবেন? কোথায় করবেন?,"প্রযুক্তিগত উন্নয়নের কারণে এখন এই জেনেটিক অ্যাসেসমেন্ট টেস্ট থেকে ব্যক্তিগত জিনোমিক ইনফরমেশানও পাওয়া যায়, যার মাধ্যমে বিভিন্ন ধরণের জিনগত তথ্যাদি পাওয়া যায়। বিভিন্ন স্বাস্থ্যসেবা প্রদানকারী সংগঠনের তাই এইসব টেস্ট সম্পর্কে অবগত থাকা উচিত কেননা আজকাল স্বাস্থ্যসচেতন মানুষেরা আস্তে আস্তে এসব টেস্টের গুরুত্ব সম্পর্কে বুঝতে পেরেছেন, আর যারা নিজস্ব ঐসব স্বাস্থ্যসেবা প্রদানকারী প্রতিষ্ঠানের দক্ষতা সম্পর্কে সন্তুষ্ট নন তারা চাইলে অনায়াসে নিজে নিজেই এই জেনেটিক অ্যাসেসমেন্ট টেস্টের ব্যক্তিগত জিনোমিক ইনফরমেশান পরীক্ষাটাও করাতে পারেন। কারণ অনেকেই এসব স্বাস্থ্য পরিসেবা দেওয়া প্রতিষ্ঠান কর্তৃক প্রদত্ত ফলাফল ও তাঁদের যোগ্যতা সম্পর্কে এর মধ্যেই প্রশ্ন তুলেছেন, ২০১৬ সালে নেওয়া একটা জরিপে এরকম তথ্যই উঠে এসেছে।",http://www.neurogenbd.com/2018/02/26/genetic-risk-assessment-test/,"['February 26, 2018']",2020-09-21,www.neurogenbd.com
7,জেনেটিক রিস্ক অ্যাসেসমেন্ট টেস্ট কি? কেন করবেন? কোথায় করবেন?,"কে, কখন, কীভাবে, কোন রোগে আক্রান্ত হবে তা কেউ জানে না। টেস্ট করা ব্যতিত আপনার পক্ষে কখনোই নিশ্চিত করে বলা সম্ভব নয় যে ভবিষ্যতে আপনি কোন ধরণের জটিল অসুখে আক্রান্ত হবেন না। তাই আমাদের প্রত্যেকের জন্য জেনেটিক রিস্ক অ্যাসেসমেন্ট টেস্ট প্রযোজ্য। অনেকের ধারণা যাদের বংশগত ভাবে ক্যান্সার কিংবা জটিল ধরণের অসুখ হওয়ার প্রবণতা আছে, তাদের জন্য এই টেস্ট। আসলে তা নয়। এই একটি টেস্টের সাহায্যে যেকোনো ব্যাক্তির শরীরের জেনেটিক রিস্ক ফ্যাক্টরগুলো সনাক্ত করা সম্ভব। এই একটা টেস্ট করালে আপনি অনেক আগে থেকেই জানতে পারছেন আপনার প্রায় ২৪,০০০ রোগের মধ্যে একটিও হবার সম্ভাবনা আছে কি না। তবে যদি কারো বংশগতভাবে ক্যান্সার, হৃদরোগ, নিউরোজনিত রোগ সহ জটিল ধরণের কোন রোগ হওয়ার প্রবণতা থেকে থাকে, তাহলে তার জন্য জেনেটিক রিস্ক অ্যাসেসমেন্ট টেস্ট করাটা অবশ্য কর্তব্ব্য।",http://www.neurogenbd.com/2018/02/26/genetic-risk-assessment-test/,"['February 26, 2018']",2020-09-21,www.neurogenbd.com
8,জেনেটিক রিস্ক অ্যাসেসমেন্ট টেস্ট কি? কেন করবেন? কোথায় করবেন?,"বাংলাদেশে জেনেটিক সায়েন্সের অগ্রগতিতে ভূমিকা রাখা প্রতিষ্ঠান- নিউরোজেন বাংলাদেশে প্রথমবারের মতো নিয়ে এসেছে জেনেটিক রিস্ক অ্যাসেসমেন্ট টেস্ট করার সুবিধা। নিউরজেনের আছে উন্নতমানের মেডিক্যাল প্রযুক্তি, যার সাহায্যে সফলভাবে এই টেস্ট করা সম্ভব। এই একটি সিঙ্গেল টেস্ট দ্বারা সব ধরণের জেনেটিক মিউটেশন নিরুপন করা সম্ভব। শুধু তাই নয়, আমাদের আছে একদল বিশ্বমানের জিনেটিক সায়েন্টিস্ট, যারা যেকোনো জেনেটিক সমস্যা নির্ণয় ও সমাধানে আপনাকে দিতে পারে সেরা সেবা।",http://www.neurogenbd.com/2018/02/26/genetic-risk-assessment-test/,"['February 26, 2018']",2020-09-21,www.neurogenbd.com
9,জেনেটিক রিস্ক অ্যাসেসমেন্ট টেস্ট কি? কেন করবেন? কোথায় করবেন?,"মনে রাখবেন, জেনেটিক রিস্ক অ্যাসেসমেন্ট টেস্টের সাহায্যে যেকোনো রোগের উপসর্গ প্রাথমিক অবস্থাতেই নির্ণয় করা সম্ভব। এবং জিনগত ত্রুটি সংশোধনের মাধ্যমে এই জাতীয় রোগ থেকে মুক্তি লাভ করা যায়। এই ব্যাপারে সাহায্য করতে নিউরোজেন সব সময় আছে আপনার পাশে। আপনার যেকোনো জিনগত সমস্যায় জেনেটিক টেস্টিং এবং কাউন্সেলিং এর প্রয়োজনে কথা বলার জন্য আজই নিউরোজেন এর বিশেষজ্ঞদের ",http://www.neurogenbd.com/2018/02/26/genetic-risk-assessment-test/,"['February 26, 2018']",2020-09-21,www.neurogenbd.com
10,জেনেটিক রিস্ক অ্যাসেসমেন্ট টেস্ট কি? কেন করবেন? কোথায় করবেন?,অথবা ফোন করুণ +8801787662575 নম্বরে।,http://www.neurogenbd.com/2018/02/26/genetic-risk-assessment-test/,"['February 26, 2018']",2020-09-21,www.neurogenbd.com
11,জেনেটিক রিস্ক অ্যাসেসমেন্ট টেস্ট কি? কেন করবেন? কোথায় করবেন?,এ সম্পর্কে বিস্তারিত জানতে পারবেন  ,http://www.neurogenbd.com/2018/02/26/genetic-risk-assessment-test/,"['February 26, 2018']",2020-09-21,www.neurogenbd.com
13,অটিজম জেনেটিক টেস্ট কি? এটি করে কীভাবে উপকৃত হতে পারেন?,"অটিজম স্পেকট্রাম ডিসঅর্ডার (এএসডি) কয়েকটি হেটেরোজিনাইযেড অবস্থার একটি মানসিক অবস্থার সেট, যা সামাজিক যোগাযোগের প্রথম দিকের দুরূহ অবস্থা এবং অস্বাভাবিকভাবে সীমিত, পুনরাবৃত্তিমূলক আচরণ এবং আগ্রহ দ্বারা চিহ্নিত। এএসডি হল উত্তরাধিকারীসূত্রে প্রাপ্ত নিউরোডেভেলপমেন্টাল কন্ডিশনের মধ্যে একটি। একজন এএসডি আক্রান্ত শিশুর ভাই বা বোনের ১০-২০% ঝুঁকি থাকে তার নিজের এএসডি হওয়ার, যা একাধিক ভাইবোন থাকলে বেড়ে দাঁড়ায় ৩০-৫০%।",http://www.neurogenbd.com/2017/09/28/autism-genetic-test/,"['September 28, 2017']",2020-09-21,www.neurogenbd.com
14,অটিজম জেনেটিক টেস্ট কি? এটি করে কীভাবে উপকৃত হতে পারেন?,"জেনেটিক টেস্টিং দ্বারা অটিজম নির্ণয় করে এর দ্রুত হস্তক্ষেপ করা সম্ভব, যার মাধ্যমে কিছু প্রাণঘাতী রোগের প্রতিরোধ-ও করা যায়। বিভিন্ন নির্দিষ্ট জেনেটিক ফ্যাক্টর বিবেচনা করে বাবা-মা’রা আরও সহজে বুঝতে পারবেন কেন তাদের সন্তানের এএসডি আছে।  এছাড়াও এই তথ্য দিয়ে বাবা-মা’রা তাদের সন্তানের জন্য পরবর্তী পরিকল্পনা নিজেদের পরিবার পরিকল্পনা ও প্রস্তুতি পর্যাপ্তভাবে নিতে পারবেন।",http://www.neurogenbd.com/2017/09/28/autism-genetic-test/,"['September 28, 2017']",2020-09-21,www.neurogenbd.com
15,অটিজম জেনেটিক টেস্ট কি? এটি করে কীভাবে উপকৃত হতে পারেন?,"জেনেটিক পরীক্ষার করানোর জন্য যুক্তি মূলত চিকিৎসাধীন ব্যাক্তির সঠিক চিকিৎসা নির্ণয় করার সাথে জড়িত। ক্লিনিকাল জেনেটেসিস্ট এই প্রক্রিয়ায় চিকিৎসাধীন ব্যাক্তির বাবা-মা ও ভাইবোনের পরীক্ষা ও মূল্যায়নের মাধ্যমে এই অনুসন্ধানে বিশেষ ভূমিকা রাখতে পারেন। এই ডাইয়াগনোসিস চূড়ান্ত করতে পরিবারের সকলের সহায়তা দরকার। এই মূল্যায়নের পর চিকিৎসার ঝুঁকি সনাক্ত করা যেতে পারে যা রোগ প্রতিরোধের জন্য স্ক্রীনিং এবং অন্যান্য সম্ভাব্য সমস্যার ব্যাপারে অবগতি দেয়, যা পরিবারের অন্যান্য সদস্যদের-ও যেকোনো ঝুঁকির পরামর্শ করতে গুরুত্বপূর্ণ ভূমিকা রাখে। সবশেষে, একটি যথাযথ মূল্যায়ন দ্বারা অন্যান্য ডাইয়াগনোস্টিক টেস্টের প্রয়োজন দূর করতে পারে। এইসব প্রত্যাশিত সুবিধার কারণে পরিবারের যেকোনো সদস্যের জন্য একটি জেনেটিক ইভ্যালুয়েশন করানো উচিৎ।",http://www.neurogenbd.com/2017/09/28/autism-genetic-test/,"['September 28, 2017']",2020-09-21,www.neurogenbd.com
16,অটিজম জেনেটিক টেস্ট কি? এটি করে কীভাবে উপকৃত হতে পারেন?,"সঠিক টেস্ট, চিকিৎসা, থেরাপি এবং কাউন্সেলিং এর মাধ্যমে শিশুদের ৯০ থেকে ৯৫ ভাগ জীবন আচরণ স্বাভাবিক গন্ডির মধ্যে নিয়ে আসা সম্ভব। বর্তমানে দেশের অনেক শিশুই অটিস্টিক হওয়া সত্তেও স্বাভাবিক জীবনের সাথে মানিয়ে চলতে সক্ষম হচ্ছে। এই জন্য আপনাকে সবচেয়ে বেশি সাহায্য করতে পারে নিউরোজেন। আমাদের আছে দেশের সেরা থেরাপিস্ট, জেনেটিক এক্সপার্ট এবং কাউন্সিলর। তারা আপনার শিশুর সুচিকিৎসা নিশ্চিত করতে বদ্ধ পরিকর। তাছাড়া আমরা বাংলাদেশে প্রথম প্রতিষ্ঠান যারা অটিজম জেনেটিক টেস্ট বাংলাদেশে বসে করানোর প্রযুক্তি নিয়ে এসেছি।",http://www.neurogenbd.com/2017/09/28/autism-genetic-test/,"['September 28, 2017']",2020-09-21,www.neurogenbd.com
18,অটিস্টিক শিশু এর বাবা-মাদের যে বিষয়গুলো জানা থাকা আবশ্যক।,প্রতিটি শিশুর বাবা-মা’র জেনে রাখা উচিত অটিজম স্পেকট্রাম ডিসর্ডার (এএসডি) কি এবং কিসের জন্য খেয়াল রাখা উচিত।,http://www.neurogenbd.com/2017/09/28/autistic-child/,"['September 28, 2017']",2020-09-21,www.neurogenbd.com
19,অটিস্টিক শিশু এর বাবা-মাদের যে বিষয়গুলো জানা থাকা আবশ্যক।,"আমেরিকান সাইকোলজিক্যাল এসোসিয়েশন নির্দেশিকা অনুযায়ী, অটিজম এর কারণে সাধারণত অন্যদের সাথে যোগাযোগের অসুবিধা হয়। সাধারণ কথোপকথনে তাদের উপযুক্তভাবে বুঝতে অসুবিধা হয় আর সঠিকভাবে উত্তর দিতে পারে না। এছাড়াও কথোপকথনে তারা দৃষ্টি সংযোগ রাখতে পারে না আর অন্যের ইশারা-ইঙ্গিত বুঝতে সমস্যা বোধ করে। এজন্য সমবয়সীদের সাথে অনেক শিশুদের বন্ধু মানাতে কঠিন হয়ে উঠে আর তাই তাদের থেকে ছোট বা বড়দের সান্নিধ্য পছন্দ। এছাড়াও নিজেদেরকে নির্বিঘ্ন রাখতে তারা কিছু গঠনগত রুটিনের উপর নির্ভরশীল হয়। যেকোনো ধরণের পরিবর্তন তাদের তীব্র যন্ত্রণার কারণ হয়ে উঠতে পারে। অনেকেরই কম বা বেশি অনুভূতি আছে যার কারণে সাধারণ বিষয়ে তাদের সেন্সরি অভিজ্ঞতা অন্যদের থেকে তীব্র হয়। উজ্জ্বল আলো, উচ্চ শব্দ, জামাকাপড়ের ট্যাগ, নতুন কোন গন্ধ তাদের জন্য বিব্রতকর হয়ে উঠে। এই ধরণের শিশুরা কখনো নিজেরা দুলতে থাকে বা হাত-পা ছোড়াছুড়ি করে, যা তাদের কিছুটা মানসিক প্রশান্তি দেয়, আর এসময় তাদের মনে হয় যেন তারা নিজেদের দুনিয়ায় মত্ত থাকে।",http://www.neurogenbd.com/2017/09/28/autistic-child/,"['September 28, 2017']",2020-09-21,www.neurogenbd.com
20,অটিস্টিক শিশু এর বাবা-মাদের যে বিষয়গুলো জানা থাকা আবশ্যক।,স্পেকট্রাম হল একটি পরিসর মাত্র । অটিজম স্পেকট্রামে থাকা যেকোনো ব্যাক্তির বিভিন্ন ধরণের উপসর্গ দেখা দিতে পারে। এদের মধ্যে কেউ কেউ আছে যাদের কোন ধরণের বাক-সমস্যা নেই কিন্তু সামাজিক সমাবেশ কোন ধরণের পরিবর্তনে তারা ব্যাপক বিব্রতবোধ করে আর তাদের আগ্রহে সঙ্কীর্ণতা আছে।,http://www.neurogenbd.com/2017/09/28/autistic-child/,"['September 28, 2017']",2020-09-21,www.neurogenbd.com
21,অটিস্টিক শিশু এর বাবা-মাদের যে বিষয়গুলো জানা থাকা আবশ্যক।,"আবার, অন্যদিকে এমনও আছে, যারা যেকোনো ব্যাপারে অত্যন্ত অসহায় থাকে এবং প্রায়শ অনধিগম্য হয়। তাদের সাধারণত জ্ঞানীয় অক্ষমতাও থাকে।",http://www.neurogenbd.com/2017/09/28/autistic-child/,"['September 28, 2017']",2020-09-21,www.neurogenbd.com
22,অটিস্টিক শিশু এর বাবা-মাদের যে বিষয়গুলো জানা থাকা আবশ্যক।,ন্যাশনাল ইন্সিটিউট অফ চাইল্ড হেল্‌থ অ্যান্ড হিউম্যান ডেভেলপমেন্ট(,http://www.neurogenbd.com/2017/09/28/autistic-child/,"['September 28, 2017']",2020-09-21,www.neurogenbd.com
23,অটিস্টিক শিশু এর বাবা-মাদের যে বিষয়গুলো জানা থাকা আবশ্যক।,আপনার শিশুর,http://www.neurogenbd.com/2017/09/28/autistic-child/,"['September 28, 2017']",2020-09-21,www.neurogenbd.com
24,অটিস্টিক শিশু এর বাবা-মাদের যে বিষয়গুলো জানা থাকা আবশ্যক।,অটিজম নির্ণয়ের জন্য পাঁচটি সম্ভব নির্ণায়ক দিয়েছে।,http://www.neurogenbd.com/2017/09/28/autistic-child/,"['September 28, 2017']",2020-09-21,www.neurogenbd.com
25,অটিস্টিক শিশু এর বাবা-মাদের যে বিষয়গুলো জানা থাকা আবশ্যক।,"যদিও এই বিষয়গুলো বাচ্চাদের এক বছর বয়স হওয়ার আগেই দেখা যায়, ১৮ মাস বা দুই বছর বয়সে এই লক্ষণ দেখা অস্বাভাবিক।",http://www.neurogenbd.com/2017/09/28/autistic-child/,"['September 28, 2017']",2020-09-21,www.neurogenbd.com
26,অটিস্টিক শিশু এর বাবা-মাদের যে বিষয়গুলো জানা থাকা আবশ্যক।,"এই মুহূর্তে এএসডি এর কোন ঔষধ বা চিকিৎসা নেই কিন্তু গবেষণা থেকে দেখা গেছে যে, হাতে সময় থাকতে কিছু হস্তক্ষেপ করা হলে তা ভবিষ্যতে সুপ্রভাব রাখতে পারে। একটি শিশুর মানসিক বৃদ্ধির জন্য ৩ বছর বয়সের আগে এই হস্তক্ষেপের মাধ্যমে তার জীবনে আর ভালো প্রভাব ফেলবে। নিউরোজেনে এই থেরাপি সার্ভিসগুলো দিয়ে থাকে, যার মাধ্যমে একটি শিশু স্বাভাবিক কথোপকথনে সহায়তা করে। কিছু বাচ্চারা এর মাধ্যমে এত উপকৃত হয় যে তাদের মধ্যে থেকে বাক-সমস্যা সম্পূর্ণ দূর হয়ে যায়; অন্যদের ব্যাপক উন্নতি হয়।",http://www.neurogenbd.com/2017/09/28/autistic-child/,"['September 28, 2017']",2020-09-21,www.neurogenbd.com
27,অটিস্টিক শিশু এর বাবা-মাদের যে বিষয়গুলো জানা থাকা আবশ্যক।,প্রথম জানাতে হবে পিডিয়াট্রিশানকে। আপনার সকল উদ্বেগ ও কথার ব্যাপারে জানান এবং একটি মূল্যায়নের জন্য বা একটি উপযুক্ত মূল্যায়ন দল রেফারেলের জন্য জিজ্ঞেস করুন। আপনার সন্তান ৩ বছরের নিচে হলে নিকটস্থ Early Intervention center এর সাথে বা আপনার শহরের স্কুল সিস্টেমের মাধ্যমে কী সাহায্য পেতে পারেন তার ব্যাপারে যোগাযোগ করুন নিউরোজেন এর সাথে।,http://www.neurogenbd.com/2017/09/28/autistic-child/,"['September 28, 2017']",2020-09-21,www.neurogenbd.com
28,অটিস্টিক শিশু এর বাবা-মাদের যে বিষয়গুলো জানা থাকা আবশ্যক।,"সঠিক টেস্ট, চিকিৎসা, থেরাপি এবং কাউন্সেলিং এর মাধ্যমে শিশুদের ৯০ থেকে ৯৫ ভাগ জীবন আচরণ স্বাভাবিক গন্ডির মধ্যে নিয়ে আসা সম্ভব। বর্তমানে দেশের অনেক শিশুই অটিস্টিক হওয়া সত্তেও স্বাভাবিক জীবনের সাথে মানিয়ে চলতে সক্ষম হচ্ছে। এই জন্য আপনাকে সবচেয়ে বেশি সাহায্য করতে পারে নিউরোজেন। আমাদের আছে দেশের সেরা থেরাপিস্ট, জেনেটিক এক্সপার্ট এবং কাউন্সিলর। তারা আপনার শিশুর সুচিকিৎসা নিশ্চিত করতে বদ্ধ পরিকর। ",http://www.neurogenbd.com/2017/09/28/autistic-child/,"['September 28, 2017']",2020-09-21,www.neurogenbd.com
30,"আপনি যে ব্রেস্ট ক্যান্সার এর ঝুঁকির মধ্যে আছেন, তা জানেন কি? অথচ সমাধান আছে হাতের নাগালেই!","আমাদের মতো স্বল্পোন্নত দেশে সাধারণ মানুষের দৃষ্টিতে “ক্যান্সার” একটি ভীতিকর রোগের নাম। ক্যান্সারের মধ্যে আবার স্তন ক্যান্সার সম্পর্কে কথাটি বিশেষভাবে প্রযোজ্য। বিশেষত মহিলাদের ক্ষেত্রে। সারা বিশ্বে স্তন ক্যান্সার মহিলাদের অন্যতম প্রাণঘাতী রোগ হিসেবে চিহ্নিত হয়েছে। গত কয়েক বছরের তুলনায় ইদানীং স্তন ক্যান্সারে আক্রান্তের সংখ্যা অনেক বেড়ে গিয়েছে। শুধু নারীরাই নয়। স্তন ক্যান্সারের ঝুঁকিতে রয়েছেন পুরুষেরাও। আমাদের দেশে স্তন ক্যান্সার সম্পর্কিত যথাযথ তথ্য সংরক্ষণ না হলেও কিছু বেসরকারী সংস্থা, গণমাধ্যম এবং কিছু গবেষণায় এ রোগের প্রবণতা ও ভয়াবহতা লক্ষ্য করা যায়। বিভিন্ন সূত্র অনুযায়ী জানা যায় দেশে প্রতিবছর ৩৫ হাজার নারী স্তন ক্যান্সারে আক্রান্ত হয়ে মৃত্যুবরণ করছেন। দেশের বিভিন্ন জাতীয় পত্রিকার রিপোর্টে বলা হয়েছে, ১০ লাখ ক্যান্সার রোগীর মধ্যে স্তন ক্যান্সারে আক্রান্ত হওয়া রোগীর সংখ্যা প্রায় ১ লাখ ২০ হাজার।",http://www.neurogenbd.com/2017/09/28/breast-cancer-risks/,"['September 28, 2017']",2020-09-21,www.neurogenbd.com
